objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
col002_oc_56,col002_ocminutes_1979.pdf,Occident Club Meeting Minutes 1979,Meridian Occident Club,1979,"January 8, 1979: Motion carried to give memorial to the library in memory of Mabel Cairns; minor business carried
February 5, 1979: Motion carried to give $25 to Girls State; emergency loan report
March 5, 1979: Program by Chairman of the Meridian Chamber of Commerce, who discussed the growth of Meridian and answered questions; committee reports; 
April 2, 1979: Ada County Commissioners letter saying that club needs to fill out questionnaire to receive their tax free status; emergency loan closet report; nominating committee give initial list of officer candidates; memorial for Lillian Peters to be given to the Methodist Church organ fund
May 7, 1979: Program by the Happy Harpers, a musical trio from the Central Assembly Church; blacktop for parking lot job will be $351; grounds committee to investigate roof leak; valuation of clubhouse building has increased and valuation of property and equipment too low, will increase valuations for insurance matters; motion carried to not make set price for pancake breakfast, but instead make it a donation; memorial to be given to the library in the name of Nina Egbert; elections of next year officers, Bernice Booth re-elected President
June 4, 1979: Emergency loan report; report on insurance made; same officer as previous year were to serve so they were installed without ceremony; June Thomas suggests that club might be interested in furnishing religious books for the library, this matter to be discussed in the fall
September 3, 1979: Program by delegates to Girls State; Nancy Sage and June Thomas have discussed religious book donations for the library, the librarian to contact June and a report will be given next meeting
October 1, 1979: Program focused on Meridian history; Librarian Eleanor Arudt gave club list of religious books she thought appropriate for the library, motion carries for club to give $150 for the purchase of religious books for the library
November 5, 1979: Marie Sandy tells the story of the Collect which was written by Mary Stewart who helped organize the National Federation of Women's Clubs; program by Linda Buhn who spoke on ""A New Concept of Women & Club Work""; the Wright Construction Co. donated the blacktop for the club parking lot, which would have cost $351; mention of current members who have been in the club for 50 plus years
December 3, 1979: Christmas program with bell ringing with Lila Hill accompanying on the piano; committee reports",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1979, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_57,col002_ocminutes_1980.pdf,Occident Club Meeting Minutes 1980,Meridian Occident Club,1980,"January 7, 1980: Program on arts and crafts; club donates $50 to the Ellen Connally fund 
February 4, 1980: Program focused on legislative activity, specifically the possibility of raising property taxes, grocery refund, and laws that could impact mobile home owners; emergency loan report; roof leak issue 
March 3, 1980: Motion carried to donate $25 to Girls State; Program of slides on senior citizens trips to the Grand Canyon, Bryce Canyon and the Southwest 
April 7, 1980: Easter program; new wheelchair received for emergency loan; nominating committee presents possible names for new officers; motion carried to have plumber search for leaks due to high water bills; clubhouse roof could be patched; honorary member status will continue for long-term members who are inactive due to age or illness
May 6, 1980: Program by Mr. Hart from the Idaho Historical Society; plumber only found a minor leak in the toilet, which he fixed, but despite no leaks water bill still too high; club to look into seeing if a new water meter could be installed; previous club room renters left room uncleaned, suggestion to charge $25 to rent room with $5 to be refunded if the room is left clean; hole in roof repaired; election of new cub officers, Leone Lund elected president
June 2, 1980: Humidifier donated to emergency loan; installation of new officers, Leone Lund President
September 1, 1980: Program by girls who attended Girls State; city provides a credit to the club for its overcharge on the water bill; summer financial reports attached
October 6, 1980: Committee reports; motion carried for club to purchase ""Quilts in America"" book for the library under condition it be used as reference only
November 3, 1980: Emergency loan sells one old wheelchair for $25; estimate for a new clubhouse roof, $1000, with motion carried move forward with repair; Motion carried to buy quilt book for library but without any reference only obligations; rental agreement with library read
December 1, 1980:  Meeting consisting of discussion on building needs; meeting closed by singing ""Silent Night""",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1980, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_58,col002_ocminutes_1981.pdf,Occident Club Meeting Minutes 1981,Meridian Occident Club,1981,"January 5, 1981: Clubhouse furnace out of order so meeting kept short; emergency loan report
February 2, 1981: Club walked to nearby elementary school to visit a kindergarten class and returned afterward to clubhouse for meeting; Nancy Sage reported as being in St. Al's hospital; emergency loan now has collapsible walkers
March 2, 1981: Program by Donna Kesner, public relations officer for the Meridian IRU; motion carried to make changes in club's money manage account; motion carried to give $25 to Girls State
April 6, 1981: Program on hobbies and crafts; on advice of the bank the checking account decision in last meeting was not changed; nominating committee gives possible names for next officers
May 4, 1981: Club business reports; club officer election, Leone Lund re-elected president
June 1, 1981: Officers installed for the next club year, Leone Lund remains president; need for new wiring in the building discussed
September 7, 1981: Program by guest Larry Bennett who gave a report on Boys State; pancake breakfast income report; emergency loan needs new wheelchairs; summer financial reports attached
October 5, 1981: Program on the subject of Canada; Steve Markerof Meridian Times asked for the club ""old timers"" help on his project to do a history of Meridian; new wheelchairs received for emergency loan; Modern Woodmen of America desire to provide a donation of two wheelchairs and other equipment for the emergency loan, motion carried to accept gift
November 2, 1981: Program full of readings and poetry; the one hour parking on Idaho St. discussed, club to look into potential problems
December 7, 1981: Ten students from Meridian High School entertained club with Christmas songs; motion carried to donate $100 to the Elks Rehabilitation Center; motion carried to collect a dollar from every club member able to donate to the Boise Rescue Mission",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1981, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_59,col002_ocminutes_1982.pdf,Occident Club Meeting Minutes 1982,Meridian Occident Club,1982,"February 1, 1982: Various club matters; emergency loan trades an old wheelchair for a walker;
March 1, 1982: Kip M. from Elks Rehabilitation Hospital showed club slides on the history and growth of the institution and answered questions
April 5, 1982: Club gives $100 donation to a Meridian High School student to join a student program; nominating committee names possible new club officers
May 3, 1982: Lisa and Dorris from ""Tomorrow's' Hope"" introduced, they discussed their work with special needs children; incoming funds report; motion carried to give $100 to Tomorrow's' Hope; club elections held, June Thomas elected president
June 14, 1982: Installment of new club officers, June Thomas president; emergency loan report and pancake breakfast update
September 9, 1982: Report by two girls from Girls State; pancake breakfast income report; emergency loan report; summer financial reports attached
October 4, 1952: Emergency loan report; Blanche Chipman prepared a history of the last year of club activities
November 1, 1982: Emergency loan report; club room rental discussion
December 6, 1982: Christmas song entertainment; emergency loan report, some rails are not fitting on the old beds; motion carried that new locks be put on the doors; donation of $1 taken from each person to give to Boise Rescue Mission, with club paying to cap the donation at $50",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1982, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_60,col002_ocminutes_1983.pdf,Occident Club Meeting Minutes 1983,Meridian Occident Club,1983,"January 3, 1983: Program on the serving of handicapped children; various committee and building reports
February 5, 1983: Club to donate $50 for Girls State; motion carried to drop the Valentine's Party
March 7, 1983: Emergency Loan report; letter from Idaho Power about rate changes; motion carried to donate $100 to Tomorrow's' Hope in memory of Lisa Clark; Florance and June to deliver the groceries collected for Tomorrow's' Hope
April 4, 1983: Program on the history of the Mississippi River; decided to have pancake breakfast again this year; nominating committee gives names of possible club officers
May 2, 1983: Program on flower arrangements; Steve M asks club for more information for the article he is writing; emergency loan; club officer elections, June Thomas re-elected president
June 1983: Jack Riddlemoser and Shirley Spencer explain to club why library wants the space now used for the meeting room; installation of new club officers; discussion on turning the meeting rooms part of building to the library; on a vote of 33-1, club decides to accept the library's offer to use the meeting rooms for library use; discussion on what to do with certain clubhouse items; financial reports attached
September 5, 1983: Program a report by attendees of Girls State; letter read that was sent to each member previous to this meeting regarding whether or not to release the title of the Occident building to the Library Board; under unanimous vote (32 present members) the Occident building title will be released to the library; Nancy Sage discusses what can be done with the emergency loan equipment if the club should not be able to continue; Meridian Library Board thanks the Occident Club; financial reports attached
October 3, 1983:  Program by Mary Boice, reporting on recent travels to Europe; two of club's oak tables to be sold to the library for $100 and $75 respectively
November 7, 1983: Motion carried that club gives $25 to the Meridian Quick Response Unit; decided that club would not ask library for share of the insurance cost, since they paid insurance on the building up until May 1984; Florance to seek legal advice from Jack Riddlemoser, attorney and library board member, on the insurance policies; program on Americanism
December 5, 1983: The ""Belles,"" a bell choir from the Meridian Methodist Church provided entertainment; Glen Lungren spoke to the club on the present fundraising campaign to purchase a building for a Senior Citizen's Center; two new wheelchairs and two new commodes were purchased; Jack Riddlemoser recommended that Florance Hall take the insurance policies to the Insurance Co. and they will take the name of the Occident Club off the policy and insert the name of the library; motion carried for club to donate $100 to Tomorrow's' Hope for this Christmas season; motion carried that the club donate $150 to the cause of the Senior Citizens Center ",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1983, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_61,col002_ocminutes_1984.pdf,Occident Club Meeting Minutes 1984,Meridian Occident Club,1984,"February 6, 1984: Discussion of Occident Club meeting at the Senior Citizen Center after its purchase was finalized, but no decision made; program by Carla Haming on her recent trip to the Holy Land
March 5, 1984: Program on Minnesota; motion carried for the club to still meet at the library and not the Senior Center; Gaye Walter from the library was told by club members they wanted a written agreement that the club could always meet at the library, and Walter said she would get it written out; club donates $25 to Girls State
April 2, 1984: Program on the importance of volunteer work; discussion on selling certain club owned items from the clubhouse; two more toilet risers to be purchased for the emergency supplies; club president urged all to attend Library groundbreaking April 14; attached article on the Meridian High Girls State delegates
May 7, 1984: Program by Ruby Trautman on China (she was member Mary Alice White's roommate on a trip to China); Pamona Grange to borrow club piano for their convention; new club officers elected, Opal Merrell to be president
June 4, 1984: Emergency loan to have same storage room as in the past; installation of officers with Opal Merrell as president
September 4, 1984: First club meeting in the new quarters of the library; motion carried to donate $25 to Girls State; motion carried to donate $25 to Meridian Senior Citizens in memorial to Doris Bowen; program by girls from Girls State; emergency loan closet receives some donations; various financial reports attached to end of minutes
October 1, 1984:  Special guest Jack Lewis from the Idaho State School and Hospital in Nampa shows film clip of programs and activities at the center; motion carried that executive committee write new by-law amendment to have first Fall meeting the last Monday in August instead of Labor Day, with the amendment to be voted on next meeting; address for the Occident Club has now been changed from 810 Meridian to 18 E. Idaho
November 5, 1984: Committee reports; emergency loan receives donation of pads and a bedpan; motion carried for club to donate $100 to ""Tomorrow's Hope"" for Christmas; amendment to bylaws suggested last meeting voted on and adopted
December 1984: Members brought canned goods for the Hays Shelter House; emergency loan received a donation of a walker, crutches, and a bath bench, with First Church of Christ wanting to donate a wheelchair they have; motion carried to donate $100 to Q.R.U, (Quick Response Unit); program on the story of the poinsettia followed by Christmas music",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1984, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_62,col002_ocminutes_1985.pdf,Occident Club Meeting Minutes 1985,Meridian Occident Club,1985,"January 7, 1985: Program featured special guest Tracy Everson, the director of the Hays Shelter Home who explained the Home's operations; committee reports
February 4, 1985: Motion carried to donate $25 to the fund to refurbish the statue of Liberty; motion carried to donate $25 for Girls State; emergency cupboard [emergency closet] turned in $40; voted to keep any memorials the club donates to causes at $10
March 4, 1985: Florance Hall, after investigating local banks, has decided it best for club to stay in Idaho First National Bank; June Thomas reports that her Grange was willing to pay $150 for the club's dishes, the club accepted; program on the Holy Land
April 1, 1985: Program on a 90 day visit to Colombia by Blanche Wolf; motion carried to donate $50 to the Meridian Senior Center; committee reports; nominating committee presented names for next possible officers
May 6, 1985: Program by Sherry Iwerson and Judy Bogle, certified color consultants, who discussed the part color plays in human lives; committee reports; club elections, Opal Merrell re-elected president
June 3, 1985: Emergency loan received a donation of a walker and a wheelchair; installation of club officers for the next year, Opal Merrell president
August 26, 1985: Six members of the library board were present to help resolve concerns of the club and the library; Jack Riddlemoser, chairman of the library board, says if the club wants a meeting room and kitchen they will have it; emergency loan equipment to stay where the club wants it but it will need to be moved for the remodel; library board all agreed to abide by this and would make a written agreement; program given by girls from Girls State; committee reports
October 7, 1985: Program a quiz on quotes from well known literature; committee reports, wheelchair to be repaired; club to sell their old glass cupboard to June Thomas for $150; while the library is under remodel the club will hold its meetings at the Senior Center
November 4, 1985: Program a discussion on phrases of the Bible that match lines in the Collect; emergency loan received a donation of two wheelchairs and a commode",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1985, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_63,col002_ocminutes_1986.pdf,Occident Club Meeting Minutes 1986,Meridian Occident Club,1986,"January 6, 1986: Scripture passage read and a moment of silence both in memory of Margaret Judd and Mary Alice White; Mary Boice for the program discussed their world travels on a freighter; committee reports
February 3, 1986: Program on Valentine's Day; librarian Bill Snyder talked with the club on how the library board had been searching for a suitable place for the emergency equipment, and suggested the Q.R.U. would store equipment, take calls, and let out the equipment in the name of the Occident Club; motion carried to table emergency equipment discussion until March meeting
March 3, 1986: Prior to meeting Marvin Bodine and James Shearer took group to look at possible emergency equipment storage buildings, with the library board paying the rent and insurance; during meeting a vote carried to use this facility and agreement, the storage being half a block from the library; Mr. Bodine and Mr. Shearer presented the blue prints and proposed plans for the library remodel, pointing out in detail the meeting room the club would use and the kitchen, club members unanimously accepted the plans
April 7, 1986: Program consisted of members telling stories from their childhood; committee reports; Nancy Sage to move to Littleton, Colorado so club motion carries to get her a gift
May 5, 1986: Program had each member mention a well remembered incident involving their mother; committee reports
June 1986: Club meeting at O.J.'s Restaurant; motions carried to donate $100 to both Hays Shelter Home and Tomorrow's Hope; emergency equipment was all located in new storage area; installation of the next year's club officers, Annie Jones elected club president
August 25, 1986: Club met at Yellow Rose for no-host luncheon; program on Girls State; committee reports; emergency loan now has 13 wheelchairs, one having been repaired; club to ask if old clubhouse clock can be hung in newly remodeled library; local paper reported that artifacts were found during library remodel, so club to talk with Lila Hill, head of Historical Society to get information on those artifacts; attached note of report saying the library will hang the old clock in the meeting room in the library
October 6, 1986: Club met in newly remodeled library; Lila Hill the special guest for the program discussed the history of the Occident Club and the building that is now the library; Lila presented artifacts that were recovered during the building remodel; committee reports; busy month for emergency loan with 9 calls for equipment;  library open house to be October 21, 1986
November 3, 1986: Program done by Idaho Power Company on their efforts to protect bald eagles; committee reports; motion carried to donate $50 to the Meridian Historical Society; motion carried that $150 be donated to the Quick Response Unit; motion carried to continue to sell club items that are no longer in use; attached is a October 31, 1986 note on the club kitchen workday and a inventory list of Occident Club items
December 1, 1986: Club meets for dinner at Magic Recipe; committee reports; motion carried to donate $100 to the HaysHouse in Boise; motion carried to donate $1000 to Tomorrow's Hope; attached are the proposals for library window covers",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1986, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_64,col002_ocminutes_1987.pdf,Occident Club Meeting Minutes 1987,Meridian Occident Club,1987,"January 5, 1987: Program on stress and how to control your stress; committee reports; Annie Jones and Hazel Goodwin picture in Valley News regarding club donation to the Quick Response Unit; motion carried that Occident Club will purchase drapes for windows in the library
February 2, 1987: Program on Scandinavia; committee reports; emergency loan had 13 calls in the past month; motion carried to again support Girls State
March 2, 1987: Barbara Peters, executive committee member of Parents and Youth Against Drug Addiction, gave a talk about drugs and the drug problem in Idaho; committee reports; 
April 6, 1987: Program on Indian Life; committee reports
May 4, 1987: Donna Kessler presented a program on the Quick Response Unit and gave a CPR demonstration for an adult and a baby; committee reports; election of club officers, Annie Jones re-elected president; motion carried to change bylaws to make the secretary and treasurer by one person, once the change is written it will be voted on in the next meeting
June 1, 1987: Club president Annie Jones passed away and a moment of silent prayer was given followed by everybody praying the Lord's Prayer; committee reports; motion to make one person a secretary-treasurer rescinded; June Thomas was elected president by vote; motion carried for club to donate $1000 to the library for purchase of large print books; club left without a secretary and to find one during the summer",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1987, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_65,col002_ocminutes_1988.pdf,Occident Club Meeting Minutes 1988,Meridian Occident Club,1988,"June 6, 1988: Club met at Magic Recipe for no-host luncheon; motion carried to place all records and possessions of the club in the Occident Club section of the library, with the library having the only key; election of new club officers, Gladys Stuart elected president, during year 1987-1988 there was no vice president or secretary for the club
August 29, 1988: Club met at OJ's Restaurant; Opal Merrell gave a program on how the Girls State representatives are chosen and what they learn during Girls State week; four girls from Centennial High School gave a report on Girls State; two wheelchairs repaired during the summer; librarian Mr. Snyder retired; the Senior Center gave the club a wheelchair and walker
October 3, 1988: Meeting held in library; committee reports; program consisted of members sharing the most embarrassing moment in their lives
November 7, 1988: Meeting held in the library; Program focused on ""First We Have Coffee,"" by Margaret Jensen; committee reports; flower delivery to the hospital; yearly project on food bank drive for the Meridian Ministerial Fellowship Emergency Food Bank
December 5, 1988: No-host luncheon at the Magic Recipe; loan equipment building lock change; discussion on individual Christmas celebrations both in the present and the past",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1988, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_66,col002_ocminutes_1989.pdf,Occident Club Meeting Minutes 1989,Meridian Occident Club,1989,"January 2, 1989: Due to bad weather and slick roads the January meeting was canceled; Secretary Elizabeth Ryan documents news of club members (hospital visits, family members passing away etc.)
February 6, 1989: Program focuses on The Rockies; committee reports; club will sponsor Meridian High School girls for Girls State this year, with a motion carried to donate $100
March 6, 1989: Program on ""Flowers and Plants of the Bible and their Religious Significance""; committee reports; food collected for food bank to be delivered; emergency loan closet needs additional items; club decides to continue use of a bank box; nominating committee selected to choose next year's officers
April 3, 1989: Program on quilting; committee reports; seven large bags of grociers taken to the Food Bank; motion carried to send ten kids to the Shrine Circus; decided that the same club officers would serve for the next year, leaving Gladys Stuart as president; decided to possibly sell the club piano, bids to be gathered on potential value
May 1, 1989: Program on the history of ""May Day"" and Mother's Day; committee reports; the club's 1922 New York made piano valued at $500; motion carried to keep the piano and sell later if decided; the same club officers were now unanimously elected to serve again
June 5, 1989: No-host luncheon at Magic Recipe; program consisted of members telling storied about past trips, family reunions, etc.; committee reports; announcement of those who have passed away; installation of club officers for the next year
August 28, 1989: Program by the Meridian High School girls who went to Girls State; Gladys Stuart read an article from Idaho Heritage on the Meridian Occident Club's history; committee reports
October 6, 1989: Program on Scotland and France; committee reports
November 6, 1989: Volunteer firefighter with the Meridian Fire Department teaches club on how to teach kids Fire Prevention; program on California; committee reports; emergency loan patron list; motion carried to donate $100 to the school fire prevention program
December 4, 1989: Christmas themed program; committee reports",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1989, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_67,col002_ocminutes_1990.pdf,Occident Club Meeting Minutes 1990,Meridian Occident Club,1990,"February 5, 1990: Program about dish decoration by special guests Reginald Treyz and Beth Biddick, who had crafted dishes in New York for 40 years; motion carried to donate $100 to Centennial High School for Girls State; motion carried to purchase a $50 brick for the Meridian Gazebo; committee reports
March 5, 1990: Program a discussion on the history of the Occident Club, committee reports; food bank collection to go until May
April 2, 1990: Program by Mable Patten, telling of her experience of leaving New York to Nebraska on an Orphan Train; committee reports; nominating committee presents suggested officers for next club year, with Rose Kriegbaum as president
May 7, 1990: Club storage room inventory; election of officers, Rose Kriegbaum elected president; list of people who paid dues at that meeting
August 27, 1990: Program by current Girls State delegates; Eagle Public Library wanted to consolidate their library and the Meridian Public Library, but it was voted down
October 2, 1990: Virginia Card gave a program on her missionary trip to Zimbabwe, Africa; motion passed for continued contribution to food bank
November 5, 1990: Program on the fundraising history of the Occident Club; motion carried to do a write up on Occident Club history to publish in the Valley News; memorial donation made in the name of Lena Bodine
December 3, 1990: Meeting held at the Homestead Restaurant; thank you note from Meridian United Methodist for donating to the food bank; committee reports",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1990, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_68,col002_ocminutes_1991.pdf,Occident Club Meeting Minutes 1991,Meridian Occident Club,1991,"January 1991: Only a list of January finances
February 4, 1991: Program on ""Habitat for Humanity""; donation of $100 made for Girls State; committee reports
March 4, 1991: Motion carried for club to get rid of their safety deposit box when the next year renewal came due; donation of $10 to the Quick Response Unit
April 1, 1991: Slides shown on the new improvements to be made to First Street in Meridian
May 6, 1991: Program on mothers
June 3, 1991: No-host luncheon held at the Homestead; committee reports; installation of club officers with Rose Kriegbaum re-elected president
August 26, 1991: Program of Girls State reports; committee reports
October 7, 1991: Committee reports; motion carried that club give $100 to the Meridian Chamber of Commerce for the Christmas ""Adopt-a-Pole"" project to beautify Main St.; discussion on how to care for the club's belongings in case the club cannot carry on; motion carried to give $100 to the Quick Response Unit; members to bring canned goods to next meeting for the food bank, which will be followed by a $100 donation; program on quilting
November 4, 1991: Committee reports; contribution of $20 made collectively by those who brought no food for the food bank and a motion carried the club would donate $100 in addition; program on a ""Talking Book""
December 2, 1991:  Meeting at Homestead Restaurant; committee reports; motion carried that the club would pay for the food ordered that day",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1991, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_69,col002_ocminutes_1992.pdf,Occident Club Meeting Minutes 1992,Meridian Occident Club,1992,"February 3, 1992: Committee reports; motion carried to donate $100 to Girls State; program on Fort Bennett in Montana; 
March 2, 1992: Audrey Lawrence presented movies of her trip from China to Singapore; motion to pay Nettie Hudson $15 for card sending; committee reports
April 6, 1992: Program of flower pictures, poetry, and stories; emergency loan report
May 4, 1992: Program a tribute to mothers; committee reports; nominating committee gives list of possible officers but no name for president
June 1, 1992: Lunch meeting at the Homestead; committee reports; election of new club officers, Louise McGehee elected new president; installation of new club officers
August 31, 1992: Meeting at American Legion Hall, Meridian High School and Centennial High School students gave report on Girls State
October 5, 1992: Program on a fire that occured in Fontana California; committee reports
November 2, 1992: Margarite Horton received the portion of Lila Hill's book ""They Came to Build a Community"" about her ancestor and shared that for the program; committee reports
December 7, 1992: Lunch meeting at the Homestead; motion carried for club to pay for the lunch tab from budget; program of Christmas poetry and stories ",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1992, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_70,col002_ocminutes_1993.pdf,Occident Club Meeting Minutes 1993,Meridian Occident Club,1993,"February 1, 1993: Program on the history of the Meridian Senior Center; committee reports; motion carried to donate $100 to Girls State; members to bring canned goods for food bank in March
March 1, 1993: Committee reports; food gathered for the food bank along with donation money
April 5, 1993: Program based on pictures of churches and towns in Southeastern Asia; committee reports
May 3, 1993: Committee reports; nominating committee submits names for next year's officers, Louise McGehee recommended to be president again; motion carried to donate the club piano to the Centennial School house; program discussion of school memories
June 7, 1993: Installation of club officers, Louise McGehee re-elected president; emergency loan report
August 30, 1993: Lunch meeting at the American Legion Hall; program in honor of Girls State with a program of Girls State participants
October 4, 1993: Article on the Occident Club to be in next month's Valley News; emergency loan chest report
November 1, 1993: Slides shown on Alaska; Rose Kriegbaum volunteers to be club president for the rest of the year
December 6, 1993: Homestead Restaurant Christmas party; emergency loan report; building holding the emergency loan equipment had been sold and another location needed",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1993, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_71,col002_ocminutes_1994.pdf,Occident Club Meeting Minutes 1994,Meridian Occident Club,1994,"February 7, 1994: Motion carried to donate $100 to Girls State; motion carried for club to give $1000 to the food bank; no new location found for the emergency loan chest
March 7, 1994: No new business to discuss; the emergency loan chest was moved ""just East of First Street here in Meridian""
April 4, 1994: School Inspector Douglas Ruton showed club slides of the renovation of the old Meridian School; nominating committee presents names of possible club officers, suggesting Laverne Hartwell; emergency loan report
May 2, 1994: Dues were paid by members; Laverne Hartwell talked about ""The Good Old Days""
June 6, 1994: Installation of new club officers, Laverne Hartwell elected president; emergency loan report
October 2, 1994: ""Hospital"" [emergency loan] report
November 7, 1994: Little business documented; motion carried for club to ""start new projects""
December 5, 1994: Christmas party; meeting opened with the reading of Christmas poems and songs; no business discussed",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1994, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_72,col002_ocminutes_1995.pdf,Occident Club Meeting Minutes 1995,Meridian Occident Club,1995,"February 6, 1995: Motion passed to donate $100 to Hope House; emergency loan report
March 6, 1995: Emergency loan closet report; open discussion held on what to do about disposing of all club equipment and the emergency loan chest equipment; Rose to talk with Senior Center president about these items
April 3, 1995: Club still trying to find a place to donate their medical equipment from the emergency loan chest; hospital loan chest report
May 1, 1995: Still have not been able to dispose of the loan closet equipment; motion carried to give $100 to Girls State; program on librarian work with children
June 5, 1995: Meeting at the ""Fiesta Restaurant""; vote taken on how to dispose of the club money in the bank, three potential choices were part of the the voting; general agreement to keep all money in Meridian; rent would still be paid on emergency loan equipment until equipment disposed; the library will receive all the kitchen equipment",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1995, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_73,col002_ocminutes_1996.pdf,Occident Club Meeting Minutes 1996,Meridian Occident Club,1996,"January 7, 1996: The final meeting of the Occident Club; met at Meridian Center to decide where all the club money would go; only six present at the meeting; the six members voted 4 to 2 to give remaining $436.24 to the Senior Citizen Center of Meridian; thus the bank account was closed and the Occident Club disbanded",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1996, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_74,col002_ocyearbook_1926-1927.pdf,Occident Club Yearbook 1926-1927,Meridian Occident Club,1926-1927,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_75,col002_ocyearbook_1927-1928.pdf,Occident Club Yearbook 1927-1928,Meridian Occident Club,1927-1928,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_76,col002_ocyearbook_1928-1929.pdf,Occident Club Yearbook 1928-1929,Meridian Occident Club,1928-1929,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_77,col002_ocyearbook_1929-1930.pdf,Occident Club Yearbook 1929-1930,Meridian Occident Club,1929-1930,"Yearbook consists of list of club officers, club membership, and monthly club meeting program details for the functionality of club meetings. Each year spans from September to September.",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Archive, Meridian Library District History Center",,text,application/pdf,eng,,
